# This file contains ~14,000 BRDF measurements
# for vegetation. This data was gathered using the
# Cloud Absorption Radiometer (CARs) sensor
# during the CLASIC mission over Oklahoma.
# This data is for 479 nm
# Visit https://car.gsfc.nasa.gov/ for raw data
# and more details.
# See Satellite Optical Brightness (Fankhauser et. al)
# for more information.
#
# phi_i     theta_i     phi_o     theta_o     brdf
60.862     180.000     38.500     84.000     1.80943e-01
60.862     180.000     68.000     214.000     2.28929e-01
60.862     180.000     26.500     117.000     1.26761e-01
60.862     180.000     44.500     114.000     1.41109e-01
60.862     180.000     63.500     224.000     2.07496e-01
60.862     180.000     82.500     213.000     3.05902e-01
60.862     180.000     73.000     53.000     5.38098e-01
60.862     180.000     28.000     237.000     1.39963e-01
60.862     180.000     75.000     209.000     2.71810e-01
60.862     180.000     65.500     354.000     9.40163e-01
60.862     180.000     8.000     274.000     1.62524e-01
60.862     180.000     18.000     92.000     1.49697e-01
60.862     180.000     55.000     57.000     3.59603e-01
60.862     180.000     13.500     127.000     1.28851e-01
60.862     180.000     81.000     177.000     3.10659e-01
60.862     180.000     19.000     104.000     1.37701e-01
60.862     180.000     72.500     214.000     2.54775e-01
60.862     180.000     59.500     335.000     1.01812e+00
60.862     180.000     0.500     185.000     1.62341e-01
60.862     180.000     75.500     112.000     2.60679e-01
60.862     180.000     31.500     309.000     2.65383e-01
60.862     180.000     38.500     332.000     4.79232e-01
60.862     180.000     35.500     237.000     1.44905e-01
60.862     180.000     51.000     267.000     2.03458e-01
60.862     180.000     15.500     69.000     1.72322e-01
60.862     180.000     0.500     170.000     1.60473e-01
60.862     180.000     47.000     46.000     4.04644e-01
60.862     180.000     21.000     98.000     1.43241e-01
60.862     180.000     12.000     54.000     1.78938e-01
60.862     180.000     64.000     336.000     1.08509e+00
60.862     180.000     35.000     301.000     2.50180e-01
60.862     180.000     43.000     335.000     5.97175e-01
60.862     180.000     24.500     331.000     2.87803e-01
60.862     180.000     71.500     272.000     2.95072e-01
60.862     180.000     77.000     356.000     9.39984e-01
60.862     180.000     82.000     206.000     3.08627e-01
60.862     180.000     49.000     106.000     1.57296e-01
60.862     180.000     62.500     34.000     7.87518e-01
60.862     180.000     76.000     3.000     9.58284e-01
60.862     180.000     44.000     339.000     6.83238e-01
60.862     180.000     35.000     63.000     2.32573e-01
60.862     180.000     75.000     198.000     2.74518e-01
60.862     180.000     63.000     78.000     2.74118e-01
60.862     180.000     41.000     221.000     1.44551e-01
60.862     180.000     6.500     123.000     1.36920e-01
60.862     180.000     59.500     268.000     2.31284e-01
60.862     180.000     58.500     344.000     9.72757e-01
60.862     180.000     16.500     117.000     1.30682e-01
60.862     180.000     56.000     238.000     1.83489e-01
60.862     180.000     51.500     148.000     1.43511e-01
60.862     180.000     0.000     358.000     1.62680e-01
60.862     180.000     72.000     20.000     9.22345e-01
60.862     180.000     34.500     163.000     1.19184e-01
60.862     180.000     12.500     94.000     1.47365e-01
60.862     180.000     79.500     24.000     1.00469e+00
60.862     180.000     84.500     113.000     2.88486e-01
60.862     180.000     66.500     214.000     2.21015e-01
60.862     180.000     44.000     146.000     1.26575e-01
60.862     180.000     12.500     31.000     1.98603e-01
60.862     180.000     30.000     334.000     3.60346e-01
60.862     180.000     40.000     172.000     1.25515e-01
60.862     180.000     85.500     335.000     1.00910e+00
60.862     180.000     31.500     348.000     4.37200e-01
60.862     180.000     26.500     104.000     1.37962e-01
60.862     180.000     38.500     143.000     1.19787e-01
60.862     180.000     7.500     134.000     1.33285e-01
60.862     180.000     55.500     163.000     1.60804e-01
60.862     180.000     28.000     151.000     1.13894e-01
60.862     180.000     41.000     251.000     1.62144e-01
60.862     180.000     58.500     276.000     2.47010e-01
60.862     180.000     8.000     188.000     1.44615e-01
60.862     180.000     1.500     88.000     1.61305e-01
60.862     180.000     14.000     162.000     1.27381e-01
60.862     180.000     68.500     244.000     2.35557e-01
60.862     180.000     73.000     282.000     3.38691e-01
60.862     180.000     78.500     48.000     6.60916e-01
60.862     180.000     29.500     289.000     2.01482e-01
60.862     180.000     22.500     200.000     1.28799e-01
60.862     180.000     33.000     292.000     2.17562e-01
60.862     180.000     37.500     347.000     5.72500e-01
60.862     180.000     84.500     341.000     8.45502e-01
60.862     180.000     47.000     251.000     1.71537e-01
60.862     180.000     28.500     94.000     1.50492e-01
60.862     180.000     84.000     202.000     3.12672e-01
60.862     180.000     85.500     83.000     3.44602e-01
60.862     180.000     12.000     233.000     1.46112e-01
60.862     180.000     23.000     18.000     2.99003e-01
60.862     180.000     33.000     332.000     3.91609e-01
60.862     180.000     41.000     60.000     2.69046e-01
60.862     180.000     2.000     56.000     1.59197e-01
60.862     180.000     34.500     338.000     4.50770e-01
60.862     180.000     87.000     160.000     2.89411e-01
60.862     180.000     10.000     272.000     1.55436e-01
60.862     180.000     55.000     49.000     4.37978e-01
60.862     180.000     85.500     151.000     2.95736e-01
60.862     180.000     3.500     292.000     1.65864e-01
60.862     180.000     75.000     334.000     1.05928e+00
60.862     180.000     42.000     60.000     2.74149e-01
60.862     180.000     67.000     96.000     2.35353e-01
60.862     180.000     49.500     257.000     1.82277e-01
60.862     180.000     40.500     127.000     1.26016e-01
60.862     180.000     12.000     28.000     2.01764e-01
60.862     180.000     78.500     179.000     2.96174e-01
60.862     180.000     24.500     272.000     1.67157e-01
60.862     180.000     59.500     237.000     1.95069e-01
60.862     180.000     72.000     176.000     2.51376e-01
60.862     180.000     7.500     160.000     1.33480e-01
60.862     180.000     72.500     247.000     2.57007e-01
60.862     180.000     41.000     163.000     1.24968e-01
60.862     180.000     72.000     99.000     2.55010e-01
60.862     180.000     66.500     316.000     6.20358e-01
60.862     180.000     1.500     232.000     1.66846e-01
60.862     180.000     20.000     69.000     1.78701e-01
60.862     180.000     83.000     327.000     1.06512e+00
60.862     180.000     43.500     285.000     2.27971e-01
60.862     180.000     42.500     51.000     3.28979e-01
60.862     180.000     14.000     194.000     1.35897e-01
60.862     180.000     35.500     110.000     1.34903e-01
60.862     180.000     14.000     247.000     1.47488e-01
60.862     180.000     60.500     156.000     1.77283e-01
60.862     180.000     62.500     183.000     1.95386e-01
60.862     180.000     42.000     346.000     7.02464e-01
60.862     180.000     17.500     228.000     1.39199e-01
60.862     180.000     71.000     28.000     1.09991e+00
60.862     180.000     85.000     7.000     9.57864e-01
60.862     180.000     23.000     107.000     1.35065e-01
60.862     180.000     7.500     144.000     1.32762e-01
60.862     180.000     12.500     26.000     2.04527e-01
60.862     180.000     6.000     255.000     1.58064e-01
60.862     180.000     62.000     290.000     3.18261e-01
60.862     180.000     8.500     205.000     1.48637e-01
60.862     180.000     29.500     138.000     1.16267e-01
60.862     180.000     21.500     322.000     2.35841e-01
60.862     180.000     32.000     45.000     2.92067e-01
60.862     180.000     54.000     155.000     1.52380e-01
60.862     180.000     45.000     74.000     2.20138e-01
60.862     180.000     69.500     319.000     7.15509e-01
60.862     180.000     60.500     291.000     3.14914e-01
60.862     180.000     69.000     123.000     2.16975e-01
60.862     180.000     50.500     193.000     1.52899e-01
60.862     180.000     54.000     253.000     1.89334e-01
60.862     180.000     11.500     85.000     1.50799e-01
60.862     180.000     19.500     190.000     1.28526e-01
60.862     180.000     76.500     154.000     2.74653e-01
60.862     180.000     64.000     320.000     6.76786e-01
60.862     180.000     73.000     316.000     6.90242e-01
60.862     180.000     17.500     91.000     1.50483e-01
60.862     180.000     23.500     200.000     1.28186e-01
60.862     180.000     8.000     332.000     1.74086e-01
60.862     180.000     0.000     244.000     1.62967e-01
60.862     180.000     15.000     55.000     1.84643e-01
60.862     180.000     13.000     294.000     1.72345e-01
60.862     180.000     34.000     73.000     2.00113e-01
60.862     180.000     78.500     237.000     2.83535e-01
60.862     180.000     14.500     129.000     1.27219e-01
60.862     180.000     4.500     40.000     1.61827e-01
60.862     180.000     17.500     189.000     1.30220e-01
60.862     180.000     5.000     141.000     1.34593e-01
60.862     180.000     16.000     131.000     1.26248e-01
60.862     180.000     15.000     343.000     2.20761e-01
60.862     180.000     68.500     352.000     9.40055e-01
60.862     180.000     77.000     111.000     2.70675e-01
60.862     180.000     50.500     313.000     4.25918e-01
60.862     180.000     73.500     102.000     2.60785e-01
60.862     180.000     60.000     30.000     8.76073e-01
60.862     180.000     40.500     257.000     1.65287e-01
60.862     180.000     4.500     155.000     1.38358e-01
60.862     180.000     26.000     269.000     1.62155e-01
60.862     180.000     54.500     196.000     1.66185e-01
60.862     180.000     69.500     214.000     2.37116e-01
60.862     180.000     85.500     275.000     3.44131e-01
60.862     180.000     54.500     234.000     1.77665e-01
60.862     180.000     58.000     112.000     1.76393e-01
60.862     180.000     36.000     108.000     1.37720e-01
60.862     180.000     28.500     349.000     3.82629e-01
60.862     180.000     77.500     328.000     1.04595e+00
60.862     180.000     20.500     36.000     2.38008e-01
60.862     180.000     1.500     198.000     1.62116e-01
60.862     180.000     89.000     9.000     9.21414e-01
60.862     180.000     56.000     317.000     5.31840e-01
60.862     180.000     4.500     231.000     1.57131e-01
60.862     180.000     8.500     97.000     1.43813e-01
60.862     180.000     72.500     219.000     2.53913e-01
60.862     180.000     46.000     41.000     4.43343e-01
60.862     180.000     7.000     75.000     1.56504e-01
60.862     180.000     40.000     206.000     1.37266e-01
60.862     180.000     9.000     16.000     1.86100e-01
60.862     180.000     66.000     97.000     2.28966e-01
60.862     180.000     53.000     69.000     2.71163e-01
60.862     180.000     49.500     219.000     1.59575e-01
60.862     180.000     70.000     276.000     2.99723e-01
60.862     180.000     21.500     138.000     1.18926e-01
60.862     180.000     52.500     137.000     1.46415e-01
60.862     180.000     85.000     91.000     3.21905e-01
60.862     180.000     43.500     53.000     3.21303e-01
60.862     180.000     82.500     324.000     9.92130e-01
60.862     180.000     82.500     321.000     8.93214e-01
60.862     180.000     86.000     110.000     2.84396e-01
60.862     180.000     11.500     201.000     1.41472e-01
60.862     180.000     15.000     95.000     1.46624e-01
60.862     180.000     52.500     213.000     1.64752e-01
60.862     180.000     42.500     79.000     2.01697e-01
60.862     180.000     23.500     114.000     1.29485e-01
60.862     180.000     58.000     158.000     1.67355e-01
60.862     180.000     67.500     297.000     3.93904e-01
60.862     180.000     61.500     266.000     2.34874e-01
60.862     180.000     43.000     73.000     2.20158e-01
60.862     180.000     65.000     28.000     1.03723e+00
60.862     180.000     47.000     5.000     1.04594e+00
60.862     180.000     36.500     133.000     1.20572e-01
60.862     180.000     81.000     18.000     8.50401e-01
60.862     180.000     77.000     115.000     2.65337e-01
60.862     180.000     42.000     44.000     3.79663e-01
60.862     180.000     26.500     9.000     3.54182e-01
60.862     180.000     20.500     211.000     1.32371e-01
60.862     180.000     13.000     59.000     1.75308e-01
60.862     180.000     27.500     351.000     3.71983e-01
60.862     180.000     35.500     156.000     1.18388e-01
60.862     180.000     83.000     200.000     3.13042e-01
60.862     180.000     38.000     337.000     5.09085e-01
60.862     180.000     50.500     77.000     2.30252e-01
60.862     180.000     76.500     37.000     8.89251e-01
60.862     180.000     75.500     343.000     8.49154e-01
60.862     180.000     49.500     139.000     1.39351e-01
60.862     180.000     32.500     79.000     1.82770e-01
60.862     180.000     25.000     49.000     2.36989e-01
60.862     180.000     32.000     204.000     1.29879e-01
60.862     180.000     28.500     273.000     1.73099e-01
60.862     180.000     59.500     209.000     1.88670e-01
60.862     180.000     85.000     236.000     2.92943e-01
60.862     180.000     57.000     17.000     1.08126e+00
60.862     180.000     55.500     8.000     8.71994e-01
60.862     180.000     31.000     210.000     1.31378e-01
60.862     180.000     1.500     278.000     1.69668e-01
60.862     180.000     62.000     352.000     9.40489e-01
60.862     180.000     80.000     251.000     2.95975e-01
60.862     180.000     6.500     284.000     1.65611e-01
60.862     180.000     75.500     281.000     3.48575e-01
60.862     180.000     18.000     2.000     2.58472e-01
60.862     180.000     18.000     238.000     1.41800e-01
60.862     180.000     1.000     156.000     1.60459e-01
60.862     180.000     37.500     129.000     1.22710e-01
60.862     180.000     30.500     285.000     1.97925e-01
60.862     180.000     69.500     251.000     2.46531e-01
60.862     180.000     78.000     248.000     2.85964e-01
60.862     180.000     20.000     35.000     2.37375e-01
60.862     180.000     90.000     150.000     2.40253e-01
60.862     180.000     84.000     346.000     9.40879e-01
60.862     180.000     44.000     114.000     1.40396e-01
60.862     180.000     74.500     154.000     2.60954e-01
60.862     180.000     20.000     148.000     1.18481e-01
60.862     180.000     42.000     349.000     7.31611e-01
60.862     180.000     6.000     113.000     1.40513e-01
60.862     180.000     61.500     194.000     1.94033e-01
60.862     180.000     62.000     214.000     1.98981e-01
60.862     180.000     83.000     110.000     2.93434e-01
60.862     180.000     29.000     257.000     1.55681e-01
60.862     180.000     41.000     339.000     5.98042e-01
60.862     180.000     9.000     54.000     1.68574e-01
60.862     180.000     35.500     294.000     2.29714e-01
60.862     180.000     10.000     141.000     1.29721e-01
60.862     180.000     16.000     26.000     2.22670e-01
60.862     180.000     15.500     108.000     1.35828e-01
60.862     180.000     89.000     313.000     6.46097e-01
60.862     180.000     47.000     328.000     5.87579e-01
60.862     180.000     41.000     134.000     1.24431e-01
60.862     180.000     55.000     51.000     4.16558e-01
60.862     180.000     3.000     326.000     1.62116e-01
60.862     180.000     46.500     66.000     2.60141e-01
60.862     180.000     74.500     185.000     2.70242e-01
60.862     180.000     48.500     224.000     1.59001e-01
60.862     180.000     0.000     237.000     1.62322e-01
60.862     180.000     66.000     1.000     8.42799e-01
60.862     180.000     48.500     257.000     1.80039e-01
60.862     180.000     7.000     338.000     1.78845e-01
60.862     180.000     22.000     55.000     2.07864e-01
60.862     180.000     75.000     290.000     3.96912e-01
60.862     180.000     45.500     312.000     3.77923e-01
60.862     180.000     88.500     336.000     1.05052e+00
60.862     180.000     72.000     106.000     2.46239e-01
60.862     180.000     47.000     231.000     1.57843e-01
60.862     180.000     15.000     108.000     1.36105e-01
60.862     180.000     52.500     318.000     5.12160e-01
60.862     180.000     58.000     171.000     1.71054e-01
60.862     180.000     71.000     317.000     6.88679e-01
60.862     180.000     49.500     231.000     1.63153e-01
60.862     180.000     38.500     253.000     1.60446e-01
60.862     180.000     57.500     283.000     2.67162e-01
60.862     180.000     83.500     249.000     3.01616e-01
60.862     180.000     36.000     166.000     1.20169e-01
60.862     180.000     5.000     30.000     1.65397e-01
60.862     180.000     25.000     91.000     1.52234e-01
60.862     180.000     75.500     27.000     1.08415e+00
60.862     180.000     35.500     337.000     4.59560e-01
60.862     180.000     68.500     270.000     2.74013e-01
60.862     180.000     39.000     74.000     2.06977e-01
60.862     180.000     70.000     234.000     2.39997e-01
60.862     180.000     63.500     130.000     1.89179e-01
60.862     180.000     30.000     87.000     1.62378e-01
60.862     180.000     85.500     282.000     3.74270e-01
60.862     180.000     30.500     16.000     4.12038e-01
60.862     180.000     7.500     355.000     1.77776e-01
60.862     180.000     50.500     115.000     1.51474e-01
60.862     180.000     75.500     30.000     1.08964e+00
60.862     180.000     26.500     7.000     3.57593e-01
60.862     180.000     88.000     185.000     2.84516e-01
60.862     180.000     83.000     315.000     7.56589e-01
60.862     180.000     59.500     285.000     2.81743e-01
60.862     180.000     31.500     33.000     3.44106e-01
60.862     180.000     70.500     19.000     8.97585e-01
60.862     180.000     10.000     192.000     1.42190e-01
60.862     180.000     76.000     100.000     2.77674e-01
60.862     180.000     85.500     191.000     3.10453e-01
60.862     180.000     52.500     332.000     7.68684e-01
60.862     180.000     76.000     158.000     2.72856e-01
60.862     180.000     66.000     26.000     1.09806e+00
60.862     180.000     74.000     220.000     2.62307e-01
60.862     180.000     74.500     244.000     2.65891e-01
60.862     180.000     13.000     96.000     1.45582e-01
60.862     180.000     65.000     89.000     2.42705e-01
60.862     180.000     44.500     28.000     5.91980e-01
60.862     180.000     86.500     214.000     2.92855e-01
60.862     180.000     1.500     304.000     1.66788e-01
60.862     180.000     86.500     213.000     2.94951e-01
60.862     180.000     2.500     338.000     1.59739e-01
60.862     180.000     27.500     356.000     3.86151e-01
60.862     180.000     54.500     271.000     2.20703e-01
60.862     180.000     5.000     14.000     1.65810e-01
60.862     180.000     38.500     95.000     1.57400e-01
60.862     180.000     48.500     252.000     1.75404e-01
60.862     180.000     29.500     110.000     1.32731e-01
60.862     180.000     1.500     351.000     1.58710e-01
60.862     180.000     66.500     137.000     2.06791e-01
60.862     180.000     81.000     105.000     2.93442e-01
60.862     180.000     12.500     121.000     1.31901e-01
60.862     180.000     87.000     226.000     2.81888e-01
60.862     180.000     50.500     74.000     2.36362e-01
60.862     180.000     58.000     47.000     4.87553e-01
60.862     180.000     1.500     134.000     1.61104e-01
60.862     180.000     47.000     280.000     2.22603e-01
60.862     180.000     36.500     354.000     5.75542e-01
60.862     180.000     20.000     8.000     2.71901e-01
60.862     180.000     7.000     284.000     1.66509e-01
60.862     180.000     32.000     45.000     2.92067e-01
60.862     180.000     61.500     93.000     2.18809e-01
60.862     180.000     37.000     56.000     2.71274e-01
60.862     180.000     89.500     197.000     2.60787e-01
60.862     180.000     60.000     310.000     4.69533e-01
60.862     180.000     72.000     346.000     9.22864e-01
60.862     180.000     41.500     115.000     1.35990e-01
60.862     180.000     32.000     327.000     3.53508e-01
60.862     180.000     88.500     323.000     8.80273e-01
60.862     180.000     9.500     263.000     1.57562e-01
60.862     180.000     31.000     330.000     3.55311e-01
60.862     180.000     59.500     66.000     3.17081e-01
60.862     180.000     35.000     320.000     3.43659e-01
60.862     180.000     25.500     110.000     1.32366e-01
60.862     180.000     49.500     24.000     7.80309e-01
60.862     180.000     31.500     348.000     4.37200e-01
60.862     180.000     17.500     301.000     1.87709e-01
60.862     180.000     40.000     153.000     1.21408e-01
60.862     180.000     71.000     134.000     2.31975e-01
60.862     180.000     45.000     355.000     9.31356e-01
60.862     180.000     48.500     189.000     1.46445e-01
60.862     180.000     73.500     334.000     1.06727e+00
60.862     180.000     17.000     107.000     1.35814e-01
60.862     180.000     17.500     51.000     2.00135e-01
60.862     180.000     79.000     13.000     9.57618e-01
60.862     180.000     50.000     273.000     2.11610e-01
60.862     180.000     72.500     87.000     2.87642e-01
60.862     180.000     32.000     292.000     2.14921e-01
60.862     180.000     66.500     128.000     2.05273e-01
60.862     180.000     74.500     249.000     2.70028e-01
60.862     180.000     24.500     86.000     1.60177e-01
60.862     180.000     61.500     218.000     1.98042e-01
56.589     180.000     33.000     337.000     3.75918e-01
56.589     180.000     75.000     196.000     2.54746e-01
56.589     180.000     50.500     134.000     1.22018e-01
56.589     180.000     78.500     229.000     2.73617e-01
56.589     180.000     29.500     189.000     1.09017e-01
56.589     180.000     58.000     75.000     2.23110e-01
56.589     180.000     7.500     351.000     1.61772e-01
56.589     180.000     23.500     238.000     1.25955e-01
56.589     180.000     31.500     290.000     1.86865e-01
56.589     180.000     48.500     327.000     5.06674e-01
56.589     180.000     31.000     182.000     1.07168e-01
56.589     180.000     89.500     155.000     2.94487e-01
56.589     180.000     13.500     169.000     1.16614e-01
56.589     180.000     4.000     55.000     1.43642e-01
56.589     180.000     75.500     203.000     2.59471e-01
56.589     180.000     86.500     2.000     7.40638e-01
56.589     180.000     57.000     204.000     1.53481e-01
56.589     180.000     7.000     3.000     1.61358e-01
56.589     180.000     36.000     133.000     1.05527e-01
56.589     180.000     84.500     322.000     7.89712e-01
56.589     180.000     63.000     315.000     4.74807e-01
56.589     180.000     84.000     76.000     3.71912e-01
56.589     180.000     4.500     69.000     1.44368e-01
56.589     180.000     13.500     321.000     1.77027e-01
56.589     180.000     58.000     155.000     1.44177e-01
56.589     180.000     13.500     357.000     1.97122e-01
56.589     180.000     79.000     70.000     3.68618e-01
56.589     180.000     24.000     304.000     1.94994e-01
56.589     180.000     26.000     242.000     1.28301e-01
56.589     180.000     31.000     14.000     3.77410e-01
56.589     180.000     69.500     129.000     1.93686e-01
56.589     180.000     72.000     293.000     3.49411e-01
56.589     180.000     66.000     14.000     8.88882e-01
56.589     180.000     64.500     159.000     1.74691e-01
56.589     180.000     8.500     2.000     1.68610e-01
56.589     180.000     47.000     12.000     8.36543e-01
56.589     180.000     73.000     290.000     3.40366e-01
56.589     180.000     17.500     148.000     1.10005e-01
56.589     180.000     63.000     191.000     1.74948e-01
56.589     180.000     2.000     0.000     1.45331e-01
56.589     180.000     30.500     2.000     4.00125e-01
56.589     180.000     6.500     122.000     1.24027e-01
56.589     180.000     49.000     298.000     2.61403e-01
56.589     180.000     5.000     178.000     1.30983e-01
56.589     180.000     72.000     232.000     2.25431e-01
56.589     180.000     30.500     255.000     1.35140e-01
56.589     180.000     12.000     57.000     1.58292e-01
56.589     180.000     10.500     204.000     1.29399e-01
56.589     180.000     10.000     325.000     1.65814e-01
56.589     180.000     29.500     354.000     3.75644e-01
56.589     180.000     69.000     172.000     2.05922e-01
56.589     180.000     11.500     260.000     1.43040e-01
56.589     180.000     61.500     137.000     1.54518e-01
56.589     180.000     13.500     55.000     1.63004e-01
56.589     180.000     53.000     226.000     1.48495e-01
56.589     180.000     51.000     73.000     2.10762e-01
56.589     180.000     75.500     138.000     2.38668e-01
56.589     180.000     48.500     349.000     9.56223e-01
56.589     180.000     9.500     346.000     1.71748e-01
56.589     180.000     11.500     266.000     1.43630e-01
56.589     180.000     50.000     232.000     1.43625e-01
56.589     180.000     70.000     197.000     2.16470e-01
56.589     180.000     26.000     8.000     3.20616e-01
56.589     180.000     22.500     151.000     1.06479e-01
56.589     180.000     42.000     238.000     1.33745e-01
56.589     180.000     85.000     325.000     8.54126e-01
56.589     180.000     35.500     20.000     4.25227e-01
56.589     180.000     23.500     250.000     1.32460e-01
56.589     180.000     24.000     77.000     1.56157e-01
56.589     180.000     52.500     168.000     1.30437e-01
56.589     180.000     15.500     284.000     1.52441e-01
56.589     180.000     57.000     257.000     1.79569e-01
56.589     180.000     30.000     102.000     1.24858e-01
56.589     180.000     9.500     71.000     1.44554e-01
56.589     180.000     16.500     233.000     1.26864e-01
56.589     180.000     17.500     43.000     1.89224e-01
56.589     180.000     35.500     257.000     1.41089e-01
56.589     180.000     7.000     28.000     1.61660e-01
56.589     180.000     79.000     277.000     3.32590e-01
56.589     180.000     47.500     335.000     6.17729e-01
56.589     180.000     72.500     204.000     2.34038e-01
56.589     180.000     0.500     187.000     1.40037e-01
56.589     180.000     46.000     18.000     6.77972e-01
56.589     180.000     63.500     191.000     1.77366e-01
56.589     180.000     76.000     238.000     2.56718e-01
56.589     180.000     7.500     272.000     1.50428e-01
56.589     180.000     30.000     311.000     2.38271e-01
56.589     180.000     54.500     23.000     7.40793e-01
56.589     180.000     78.500     42.000     6.43815e-01
56.589     180.000     79.500     62.000     4.23320e-01
56.589     180.000     84.500     63.000     4.54322e-01
56.589     180.000     72.500     207.000     2.35082e-01
56.589     180.000     20.000     354.000     2.50308e-01
56.589     180.000     53.500     216.000     1.45758e-01
56.589     180.000     49.000     146.000     1.18397e-01
56.589     180.000     51.500     290.000     2.36247e-01
56.589     180.000     19.500     350.000     2.40626e-01
56.589     180.000     11.000     130.000     1.17591e-01
56.589     180.000     39.500     185.000     1.12121e-01
56.589     180.000     87.000     138.000     3.01687e-01
56.589     180.000     69.000     112.000     1.96911e-01
56.589     180.000     19.000     131.000     1.10525e-01
56.589     180.000     39.000     272.000     1.63285e-01
56.589     180.000     59.500     289.000     2.61747e-01
56.589     180.000     81.000     38.000     7.39528e-01
56.589     180.000     40.000     21.000     4.94154e-01
56.589     180.000     16.500     308.000     1.76970e-01
56.589     180.000     41.500     257.000     1.47720e-01
56.589     180.000     10.500     200.000     1.28251e-01
56.589     180.000     61.500     214.000     1.72501e-01
56.589     180.000     84.500     79.000     3.60621e-01
56.589     180.000     70.500     34.000     6.77973e-01
56.589     180.000     66.500     152.000     1.81664e-01
56.589     180.000     5.000     139.000     1.21867e-01
56.589     180.000     81.000     11.000     8.04309e-01
56.589     180.000     50.500     64.000     2.45724e-01
56.589     180.000     58.000     237.000     1.66053e-01
56.589     180.000     4.000     306.000     1.58235e-01
56.589     180.000     87.500     306.000     5.55450e-01
56.589     180.000     86.000     204.000     3.30227e-01
56.589     180.000     2.000     250.000     1.45929e-01
56.589     180.000     46.000     103.000     1.35131e-01
56.589     180.000     22.000     36.000     2.24414e-01
56.589     180.000     66.500     111.000     1.83541e-01
56.589     180.000     7.000     152.000     1.19325e-01
56.589     180.000     63.000     360.000     8.45312e-01
56.589     180.000     78.000     350.000     7.94936e-01
56.589     180.000     56.000     259.000     1.80144e-01
56.589     180.000     4.000     54.000     1.43413e-01
56.589     180.000     70.500     101.000     2.14133e-01
56.589     180.000     81.000     291.000     4.09584e-01
56.589     180.000     15.500     147.000     1.11436e-01
56.589     180.000     32.500     291.000     1.91504e-01
56.589     180.000     72.500     186.000     2.34696e-01
56.589     180.000     11.000     40.000     1.69712e-01
56.589     180.000     19.000     319.000     2.00948e-01
56.589     180.000     20.500     66.000     1.68113e-01
56.589     180.000     62.500     346.000     8.02816e-01
56.589     180.000     29.000     347.000     3.51010e-01
56.589     180.000     16.500     174.000     1.13954e-01
56.589     180.000     84.500     73.000     3.88849e-01
56.589     180.000     67.500     307.000     4.19760e-01
56.589     180.000     51.000     33.000     5.07658e-01
56.589     180.000     50.500     90.000     1.63875e-01
56.589     180.000     16.500     323.000     1.92203e-01
56.589     180.000     76.000     328.000     8.23621e-01
56.589     180.000     73.000     324.000     7.09363e-01
56.589     180.000     77.500     39.000     6.79580e-01
56.589     180.000     61.500     24.000     8.09146e-01
56.589     180.000     28.500     234.000     1.23634e-01
56.589     180.000     23.500     57.000     1.89240e-01
56.589     180.000     55.000     38.000     4.75883e-01
56.589     180.000     13.000     27.000     1.87275e-01
56.589     180.000     2.500     100.000     1.34802e-01
56.589     180.000     64.500     321.000     5.71434e-01
56.589     180.000     75.500     69.000     3.45787e-01
56.589     180.000     28.500     345.000     3.37218e-01
56.589     180.000     37.000     208.000     1.16857e-01
56.589     180.000     42.500     315.000     3.34393e-01
56.589     180.000     12.500     44.000     1.71539e-01
56.589     180.000     68.500     258.000     2.27848e-01
56.589     180.000     24.500     209.000     1.15390e-01
56.589     180.000     52.000     212.000     1.41347e-01
56.589     180.000     18.000     103.000     1.25182e-01
56.589     180.000     36.500     108.000     1.20981e-01
56.589     180.000     29.500     204.000     1.12786e-01
56.589     180.000     57.000     323.000     5.38057e-01
56.589     180.000     81.000     264.000     3.15399e-01
56.589     180.000     10.500     186.000     1.25363e-01
56.589     180.000     76.500     268.000     2.92396e-01
56.589     180.000     28.000     276.000     1.55952e-01
56.589     180.000     62.000     169.000     1.64602e-01
56.589     180.000     68.000     131.000     1.84138e-01
56.589     180.000     5.000     216.000     1.39285e-01
56.589     180.000     33.000     354.000     4.43815e-01
56.589     180.000     85.000     145.000     3.10032e-01
56.589     180.000     44.000     156.000     1.10774e-01
56.589     180.000     2.500     244.000     1.45195e-01
56.589     180.000     10.500     188.000     1.26169e-01
56.589     180.000     16.500     331.000     2.00938e-01
56.589     180.000     77.000     284.000     3.43331e-01
56.589     180.000     81.500     345.000     8.55224e-01
56.589     180.000     12.500     4.000     1.92575e-01
56.589     180.000     40.500     324.000     3.83937e-01
56.589     180.000     13.000     184.000     1.21571e-01
56.589     180.000     15.500     297.000     1.64543e-01
56.589     180.000     56.000     245.000     1.65412e-01
56.589     180.000     27.000     103.000     1.23592e-01
56.589     180.000     51.000     225.000     1.43487e-01
56.589     180.000     21.500     115.000     1.15574e-01
56.589     180.000     40.500     20.000     5.14617e-01
56.589     180.000     69.000     68.000     3.04531e-01
56.589     180.000     77.000     66.000     3.75520e-01
56.589     180.000     55.500     360.000     8.09599e-01
56.589     180.000     5.500     278.000     1.55460e-01
56.589     180.000     33.500     193.000     1.10686e-01
56.589     180.000     16.500     226.000     1.25401e-01
56.589     180.000     36.500     319.000     3.15472e-01
56.589     180.000     66.500     94.000     2.04625e-01
56.589     180.000     81.000     38.000     7.39528e-01
