# This data is brightness observations of selected
# Starlink v1.5 satellites by the Pomenis observatory
# All data was collected at Mount Lemmon, Arizona
# (32.4434° N, 110.7881° W)
# All observations in this data correspond to
# satellites with the same brightness configuration
# A list of satellites with this brightness configuration
# is given in brightness_config_list.csv
# See Satellite Optical Brightness (Fankhauser et. al 2023)
# for more information
#
# ------------ Units -----------------
# Observation Time : UTC
# Satellite Height : kilometers
# Satellite Altitude : degrees (HCS)
# Satellite Azimuth : degrees (HCS)

observation_time,satellite_height,satellite_altitude,satellite_azimuth,ab_magnitude
2022-05-25T04:10:52,541.4601131,38.26500637,242.4414344,5.754089798
2022-05-25T03:47:11,542.5028838,35.31478641,82.88853048,5.329243683
2022-05-25T03:12:30,541.9771892,44.53344433,286.9843658,5.100525274
2022-05-25T04:05:51,541.3063952,44.04618915,220.8380344,6.628111476
2022-05-25T10:28:49,542.1704543,20.80934303,323.4389876,7.852296002
2022-05-25T10:15:09,540.7749595,53.33122897,354.6936821,5.061666682
2022-05-25T10:30:48,539.6956118,28.90274215,126.9589028,7.136384547
2022-05-25T10:47:51,540.1284228,40.27357288,104.287136,6.437831276
2022-05-25T10:35:39,539.2932188,30.98450361,147.538581,6.471172958
2022-05-25T11:20:57,540.8174129,61.21728338,29.26193249,6.558577807
2022-05-25T10:54:17,540.6099487,31.65924561,73.27128959,6.706599846
2022-05-25T10:12:06,540.6300791,45.09020191,106.2082724,6.15679222
2022-05-25T10:25:45,539.4941899,24.9322698,115.4276503,7.381522756
2022-05-25T10:24:00,540.8778364,38.08386145,65.04933322,6.204534959
2022-05-26T03:41:59,583.5676025,21.10175619,319.3967115,5.951683911
2022-05-26T03:33:15,582.3826239,26.34443308,282.2511,7.080559791
2022-05-26T04:13:41,577.6168821,49.97591743,21.03655431,6.738999718
2022-05-26T03:49:58,541.1966304,37.63270977,125.2203968,4.945218726
2022-05-26T03:12:26,541.9788,69.65852953,334.5126924,5.776993107
2022-05-26T03:31:36,542.4429295,49.84216564,24.8095544,6.944488168
2022-05-26T03:37:07,542.8570994,56.16697127,20.38269484,6.423250038
2022-05-26T03:28:55,541.6097052,58.6871226,269.7687058,6.499175173
2022-05-26T10:28:01,541.3076522,28.57820059,319.4117867,7.03012401
2022-05-26T10:11:53,540.4359208,27.60775262,103.2624523,7.505122328
2022-05-26T10:34:22,542.113426,24.25292181,341.1778239,7.942974573
2022-05-26T10:22:45,541.3768489,31.4914508,327.0562243,7.400552143
2022-05-26T10:32:41,541.3082754,49.47221906,3.870414602,5.574330374
2022-05-26T10:39:02,540.1739734,54.81581683,95.07537129,5.869278867
2022-05-26T10:50:56,540.8735114,39.60211933,51.19263204,5.398613674
2022-05-26T10:15:12,541.0022476,42.42030493,45.40819017,4.879916216
2022-05-26T10:41:07,542.0281331,22.38188813,334.377284,8.15917116
2022-05-27T03:39:03,541.8108368,58.14677338,299.3018203,5.796504933
2022-05-27T03:16:06,541.2114557,42.11906434,182.4683195,5.736754407
2022-05-27T03:21:06,541.177644,44.38969606,208.4586861,6.626392974
2022-05-27T03:50:15,541.0950078,22.12618896,217.8999132,8.117176783
2022-05-27T10:16:38,541.266165,50.47852535,339.038501,5.788975543
2022-05-27T10:25:06,542.0876231,20.76942308,326.5929648,6.840663922
2022-05-27T10:14:44,542.0520466,23.24555423,342.6365631,7.470904988
2022-05-27T10:57:17,540.7067796,50.6358982,310.4104727,5.628300887
2022-05-27T10:23:35,541.3892085,43.78942732,333.5507467,6.34946395
2022-05-27T10:50:43,540.1557953,40.62215608,258.9837484,4.859451885
2022-05-27T10:46:25,540.6258472,65.98806235,322.5170926,6.026617976
2022-05-27T10:11:16,541.189433,54.24283532,352.5084829,5.548428684
2022-05-28T03:23:23,540.87677,25.41391964,220.3656873,7.814148375
2022-05-28T10:10:41,540.5632424,62.34176353,48.64752774,5.470807095
2022-05-28T10:15:42,540.6323626,80.51792133,350.7152588,5.546500644
2022-05-28T10:54:52,541.3178654,32.35257862,339.0584737,7.649236231
2022-05-28T10:27:21,541.1052295,51.58888489,4.965293856,6.274766232
