# This file contains the BRDF of the solar array
# of selected Starlink v1.5 satellites
# This BRDF applies to satellites with 
# NORAD IDs given in brightness_config_list.csv
# (phi_i, theta_i) are the zenith and azimuth angles
# of ingoing light
# (phi_o, theta_o) are the zenith and azimuth angles
# of scattered light
# This data was measured by Scatterworks
# and is at a wavelength lambda = 532 nm
# See Satellite Optical Brightness (Fankhauser et. al 2023)
# for more information
#
# phi_i     theta_i     phi_o     theta_o     brdf
41.40     -180.00     60.00     0.00     3.92782e-02
41.40     -180.00     61.00     0.00     3.58871e-02
41.40     -180.00     62.00     0.00     3.39733e-02
41.40     -180.00     63.00     0.00     3.10187e-02
41.40     -180.00     64.00     0.00     2.82889e-02
41.40     -180.00     65.00     0.00     2.59888e-02
41.40     -180.00     66.00     0.00     2.46719e-02
41.40     -180.00     67.00     0.00     2.32967e-02
41.40     -180.00     68.00     0.00     2.17405e-02
41.40     -180.00     69.00     0.00     2.09774e-02
41.40     -180.00     70.00     0.00     1.94187e-02
41.40     -180.00     71.00     0.00     1.83606e-02
41.40     -180.00     72.00     0.00     1.76477e-02
41.40     -180.00     73.00     0.00     1.67555e-02
41.40     -180.00     74.00     0.00     1.58146e-02
41.40     -180.00     75.00     0.00     1.54238e-02
41.40     -180.00     76.00     0.00     1.47507e-02
41.40     -180.00     77.00     0.00     1.41020e-02
41.40     -180.00     78.00     0.00     1.33952e-02
41.40     -180.00     79.00     0.00     1.32768e-02
41.40     -180.00     80.00     0.00     1.24588e-02
41.40     -180.00     81.00     0.00     1.16146e-02
41.40     -180.00     82.00     0.00     1.06842e-02
41.40     -180.00     83.00     0.00     9.34403e-03
41.40     -180.00     84.00     0.00     8.38623e-03
41.40     -180.00     85.00     0.00     7.75688e-03
41.40     -180.00     86.00     0.00     6.48925e-03
41.40     -180.00     87.00     0.00     4.92780e-03
41.40     -180.00     88.00     0.00     1.00000e-04
41.40     -180.00     89.00     0.00     1.00000e-04
41.40     -180.00     90.00     0.00     1.00000e-04
5.00     -180.00     -90.00     0.00     1.00000e-04
5.00     -180.00     -89.00     0.00     1.00000e-04
5.00     -180.00     -88.00     0.00     1.61818e-03
5.00     -180.00     -87.00     0.00     1.46339e-03
5.00     -180.00     -86.00     0.00     1.40624e-03
5.00     -180.00     -85.00     0.00     1.35662e-03
5.00     -180.00     -84.00     0.00     1.42921e-03
5.00     -180.00     -83.00     0.00     1.52015e-03
5.00     -180.00     -82.00     0.00     1.59733e-03
5.00     -180.00     -81.00     0.00     1.65149e-03
5.00     -180.00     -80.00     0.00     1.71773e-03
5.00     -180.00     -79.00     0.00     1.79527e-03
5.00     -180.00     -78.00     0.00     1.82276e-03
5.00     -180.00     -77.00     0.00     1.83582e-03
5.00     -180.00     -76.00     0.00     1.91844e-03
5.00     -180.00     -75.00     0.00     1.95219e-03
5.00     -180.00     -74.00     0.00     2.01306e-03
5.00     -180.00     -73.00     0.00     2.03783e-03
5.00     -180.00     -72.00     0.00     2.04921e-03
5.00     -180.00     -71.00     0.00     2.09333e-03
5.00     -180.00     -70.00     0.00     2.12045e-03
5.00     -180.00     -69.00     0.00     2.13952e-03
5.00     -180.00     -68.00     0.00     2.16960e-03
5.00     -180.00     -67.00     0.00     2.17346e-03
5.00     -180.00     -66.00     0.00     2.19901e-03
5.00     -180.00     -65.00     0.00     2.23360e-03
5.00     -180.00     -64.00     0.00     2.24484e-03
5.00     -180.00     -63.00     0.00     2.24132e-03
5.00     -180.00     -62.00     0.00     2.24633e-03
5.00     -180.00     -61.00     0.00     2.27981e-03
5.00     -180.00     -60.00     0.00     2.31891e-03
5.00     -180.00     -59.00     0.00     2.36662e-03
5.00     -180.00     -58.00     0.00     2.41182e-03
5.00     -180.00     -57.00     0.00     2.41388e-03
5.00     -180.00     -56.00     0.00     2.43046e-03
5.00     -180.00     -55.00     0.00     2.47985e-03
5.00     -180.00     -54.00     0.00     2.39421e-03
5.00     -180.00     -53.00     0.00     2.44096e-03
5.00     -180.00     -52.00     0.00     2.50124e-03
5.00     -180.00     -51.00     0.00     2.48498e-03
5.00     -180.00     -50.00     0.00     2.56098e-03
5.00     -180.00     -49.00     0.00     2.66562e-03
5.00     -180.00     -48.00     0.00     2.67761e-03
5.00     -180.00     -47.00     0.00     2.71517e-03
5.00     -180.00     -46.00     0.00     2.75949e-03
5.00     -180.00     -45.00     0.00     2.84129e-03
5.00     -180.00     -44.00     0.00     2.91356e-03
5.00     -180.00     -43.00     0.00     2.93598e-03
5.00     -180.00     -42.00     0.00     3.03516e-03
5.00     -180.00     -41.00     0.00     3.12132e-03
5.00     -180.00     -40.00     0.00     3.27831e-03
5.00     -180.00     -39.00     0.00     3.28329e-03
5.00     -180.00     -38.00     0.00     3.36788e-03
5.00     -180.00     -37.00     0.00     3.42883e-03
5.00     -180.00     -36.00     0.00     3.50776e-03
5.00     -180.00     -35.00     0.00     3.69572e-03
5.00     -180.00     -34.00     0.00     3.84412e-03
5.00     -180.00     -33.00     0.00     4.02039e-03
5.00     -180.00     -32.00     0.00     4.23297e-03
5.00     -180.00     -31.00     0.00     4.26686e-03
5.00     -180.00     -30.00     0.00     4.46989e-03
5.00     -180.00     -29.00     0.00     4.81785e-03
5.00     -180.00     -28.00     0.00     4.98691e-03
5.00     -180.00     -27.00     0.00     5.34603e-03
5.00     -180.00     -26.00     0.00     5.68833e-03
5.00     -180.00     -25.00     0.00     5.98790e-03
5.00     -180.00     -24.00     0.00     6.45984e-03
5.00     -180.00     -23.00     0.00     7.00274e-03
5.00     -180.00     -22.00     0.00     7.69439e-03
5.00     -180.00     -21.00     0.00     8.25294e-03
5.00     -180.00     -20.00     0.00     9.09495e-03
5.00     -180.00     -19.00     0.00     9.99177e-03
5.00     -180.00     -18.00     0.00     1.07283e-02
5.00     -180.00     -17.00     0.00     1.24525e-02
5.00     -180.00     -16.00     0.00     1.40278e-02
5.00     -180.00     -15.00     0.00     1.55022e-02
5.00     -180.00     -14.00     0.00     1.76139e-02
5.00     -180.00     -13.00     0.00     1.99530e-02
5.00     -180.00     -12.00     0.00     2.28809e-02
5.00     -180.00     -11.00     0.00     2.63053e-02
5.00     -180.00     -10.00     0.00     2.99950e-02
5.00     -180.00     -9.00     0.00     3.54271e-02
5.00     -180.00     -8.00     0.00     5.41170e-02
5.00     -180.00     -7.00     0.00     7.28069e-02
5.00     -180.00     -6.00     0.00     9.14968e-02
5.00     -180.00     -5.00     0.00     1.10187e-01
5.00     -180.00     -4.00     0.00     1.28877e-01
5.00     -180.00     -3.00     0.00     1.47566e-01
5.00     -180.00     -2.00     0.00     1.66256e-01
5.00     -180.00     -1.00     0.00     1.84946e-01
5.00     -180.00     0.00     0.00     2.32178e-01
5.00     -180.00     1.00     0.00     2.80038e-01
5.00     -180.00     2.00     0.00     3.50688e-01
5.00     -180.00     3.00     0.00     4.04842e-01
5.00     -180.00     4.00     0.00     5.45321e-01
5.00     -180.00     5.00     0.00     3.48504e+02
5.00     -180.00     6.00     0.00     5.33290e-01
5.00     -180.00     7.00     0.00     4.16043e-01
5.00     -180.00     8.00     0.00     3.43890e-01
5.00     -180.00     9.00     0.00     2.65947e-01
5.00     -180.00     10.00     0.00     1.98540e-01
5.00     -180.00     11.00     0.00     1.53219e-01
5.00     -180.00     12.00     0.00     1.17695e-01
5.00     -180.00     13.00     0.00     9.25627e-02
5.00     -180.00     14.00     0.00     7.44832e-02
5.00     -180.00     15.00     0.00     5.91902e-02
5.00     -180.00     16.00     0.00     4.95437e-02
5.00     -180.00     17.00     0.00     4.03912e-02
5.00     -180.00     18.00     0.00     3.37246e-02
5.00     -180.00     19.00     0.00     2.93601e-02
5.00     -180.00     20.00     0.00     2.50262e-02
5.00     -180.00     21.00     0.00     2.22252e-02
5.00     -180.00     22.00     0.00     1.91861e-02
5.00     -180.00     23.00     0.00     1.64662e-02
5.00     -180.00     24.00     0.00     1.46610e-02
5.00     -180.00     25.00     0.00     1.32812e-02
5.00     -180.00     26.00     0.00     1.21251e-02
5.00     -180.00     27.00     0.00     1.10687e-02
5.00     -180.00     28.00     0.00     1.00050e-02
5.00     -180.00     29.00     0.00     9.14726e-03
5.00     -180.00     30.00     0.00     8.43218e-03
5.00     -180.00     31.00     0.00     7.70620e-03
5.00     -180.00     32.00     0.00     7.22254e-03
5.00     -180.00     33.00     0.00     6.67824e-03
5.00     -180.00     34.00     0.00     6.16504e-03
5.00     -180.00     35.00     0.00     5.73579e-03
5.00     -180.00     36.00     0.00     5.45614e-03
5.00     -180.00     37.00     0.00     5.11483e-03
5.00     -180.00     38.00     0.00     4.94801e-03
5.00     -180.00     39.00     0.00     4.76731e-03
5.00     -180.00     40.00     0.00     4.59189e-03
5.00     -180.00     41.00     0.00     4.32868e-03
5.00     -180.00     42.00     0.00     4.14483e-03
5.00     -180.00     43.00     0.00     4.08827e-03
5.00     -180.00     44.00     0.00     3.88532e-03
5.00     -180.00     45.00     0.00     3.73688e-03
5.00     -180.00     46.00     0.00     3.63205e-03
5.00     -180.00     47.00     0.00     3.51836e-03
5.00     -180.00     48.00     0.00     3.33125e-03
5.00     -180.00     49.00     0.00     3.26838e-03
5.00     -180.00     50.00     0.00     3.21026e-03
5.00     -180.00     51.00     0.00     3.16298e-03
5.00     -180.00     52.00     0.00     2.99347e-03
5.00     -180.00     53.00     0.00     2.96276e-03
5.00     -180.00     54.00     0.00     2.90797e-03
5.00     -180.00     55.00     0.00     2.81429e-03
5.00     -180.00     56.00     0.00     2.73668e-03
5.00     -180.00     57.00     0.00     2.71516e-03
5.00     -180.00     58.00     0.00     2.62220e-03
5.00     -180.00     59.00     0.00     2.64526e-03
5.00     -180.00     60.00     0.00     2.50427e-03
5.00     -180.00     61.00     0.00     2.47956e-03
5.00     -180.00     62.00     0.00     2.41624e-03
5.00     -180.00     63.00     0.00     2.40416e-03
5.00     -180.00     64.00     0.00     2.32236e-03
5.00     -180.00     65.00     0.00     2.28248e-03
5.00     -180.00     66.00     0.00     2.23987e-03
5.00     -180.00     67.00     0.00     2.15115e-03
5.00     -180.00     68.00     0.00     2.16912e-03
5.00     -180.00     69.00     0.00     2.06490e-03
5.00     -180.00     70.00     0.00     2.03626e-03
5.00     -180.00     71.00     0.00     2.02378e-03
5.00     -180.00     72.00     0.00     2.07183e-03
5.00     -180.00     73.00     0.00     2.07956e-03
5.00     -180.00     74.00     0.00     2.00416e-03
5.00     -180.00     75.00     0.00     1.93394e-03
5.00     -180.00     76.00     0.00     1.87974e-03
5.00     -180.00     77.00     0.00     1.82566e-03
5.00     -180.00     78.00     0.00     1.79853e-03
5.00     -180.00     79.00     0.00     1.73232e-03
5.00     -180.00     80.00     0.00     1.66092e-03
5.00     -180.00     81.00     0.00     1.57354e-03
5.00     -180.00     82.00     0.00     1.48422e-03
5.00     -180.00     83.00     0.00     1.36261e-03
5.00     -180.00     84.00     0.00     1.23357e-03
5.00     -180.00     85.00     0.00     1.06850e-03
5.00     -180.00     86.00     0.00     8.26035e-04
5.00     -180.00     87.00     0.00     4.93762e-04
5.00     -180.00     88.00     0.00     1.00000e-04
5.00     -180.00     89.00     0.00     1.00000e-04
5.00     -180.00     90.00     0.00     1.00000e-04
