# This file contains the BRDF of the chassis
# of selected Starlink v1.5 satellites
# This BRDF applies to satellites with 
# NORAD IDs given in brightness_config_list.csv
# (phi_i, theta_i) are the zenith and azimuth angles
# of ingoing light
# (phi_o, theta_o) are the zenith and azimuth angles
# of scattered light
# This data was measured by Scatterworks
# and is at a wavelength lambda = 532 nm
# See Satellite Optical Brightness (Fankhauser et. al 2023)
# for more information
#
# phi_i     theta_i     phi_o     theta_o     brdf
41.40     -180.00     60.00     0.00     2.74961e-01
41.40     -180.00     61.00     0.00     2.50404e-01
41.40     -180.00     62.00     0.00     2.25703e-01
41.40     -180.00     63.00     0.00     2.08636e-01
41.40     -180.00     64.00     0.00     1.89913e-01
41.40     -180.00     65.00     0.00     1.78585e-01
41.40     -180.00     66.00     0.00     1.63964e-01
41.40     -180.00     67.00     0.00     1.51628e-01
41.40     -180.00     68.00     0.00     1.42712e-01
41.40     -180.00     69.00     0.00     1.35274e-01
41.40     -180.00     70.00     0.00     1.29026e-01
41.40     -180.00     71.00     0.00     1.23878e-01
41.40     -180.00     72.00     0.00     1.21015e-01
41.40     -180.00     73.00     0.00     1.16099e-01
41.40     -180.00     74.00     0.00     1.14807e-01
41.40     -180.00     75.00     0.00     1.10683e-01
41.40     -180.00     76.00     0.00     1.09260e-01
41.40     -180.00     77.00     0.00     1.03433e-01
41.40     -180.00     78.00     0.00     1.01460e-01
41.40     -180.00     79.00     0.00     1.00096e-01
41.40     -180.00     80.00     0.00     9.84997e-02
41.40     -180.00     81.00     0.00     9.50574e-02
41.40     -180.00     82.00     0.00     9.64589e-02
41.40     -180.00     83.00     0.00     9.53776e-02
41.40     -180.00     84.00     0.00     9.12022e-02
41.40     -180.00     85.00     0.00     8.89217e-02
41.40     -180.00     86.00     0.00     8.22338e-02
41.40     -180.00     87.00     0.00     7.63057e-02
41.40     -180.00     88.00     0.00     1.00000e-04
41.40     -180.00     89.00     0.00     1.00000e-04
41.40     -180.00     90.00     0.00     1.00000e-04
5.00     -180.00     -90.00     0.00     1.00000e-04
5.00     -180.00     -89.00     0.00     1.00000e-04
5.00     -180.00     -88.00     0.00     3.44072e-03
5.00     -180.00     -87.00     0.00     7.20858e-03
5.00     -180.00     -86.00     0.00     1.17537e-02
5.00     -180.00     -85.00     0.00     1.51324e-02
5.00     -180.00     -84.00     0.00     1.52630e-02
5.00     -180.00     -83.00     0.00     1.61038e-02
5.00     -180.00     -82.00     0.00     1.69194e-02
5.00     -180.00     -81.00     0.00     1.72297e-02
5.00     -180.00     -80.00     0.00     1.71562e-02
5.00     -180.00     -79.00     0.00     1.70535e-02
5.00     -180.00     -78.00     0.00     1.68645e-02
5.00     -180.00     -77.00     0.00     1.65366e-02
5.00     -180.00     -76.00     0.00     1.61907e-02
5.00     -180.00     -75.00     0.00     1.62766e-02
5.00     -180.00     -74.00     0.00     1.63257e-02
5.00     -180.00     -73.00     0.00     1.64796e-02
5.00     -180.00     -72.00     0.00     1.62349e-02
5.00     -180.00     -71.00     0.00     1.59927e-02
5.00     -180.00     -70.00     0.00     1.57898e-02
5.00     -180.00     -69.00     0.00     1.58573e-02
5.00     -180.00     -68.00     0.00     1.57951e-02
5.00     -180.00     -67.00     0.00     1.52820e-02
5.00     -180.00     -66.00     0.00     1.46701e-02
5.00     -180.00     -65.00     0.00     1.46767e-02
5.00     -180.00     -64.00     0.00     1.46812e-02
5.00     -180.00     -63.00     0.00     1.48076e-02
5.00     -180.00     -62.00     0.00     1.44126e-02
5.00     -180.00     -61.00     0.00     1.42950e-02
5.00     -180.00     -60.00     0.00     1.40962e-02
5.00     -180.00     -59.00     0.00     1.42293e-02
5.00     -180.00     -58.00     0.00     1.42434e-02
5.00     -180.00     -57.00     0.00     1.40348e-02
5.00     -180.00     -56.00     0.00     1.41140e-02
5.00     -180.00     -55.00     0.00     1.42800e-02
5.00     -180.00     -54.00     0.00     1.44526e-02
5.00     -180.00     -53.00     0.00     1.46030e-02
5.00     -180.00     -52.00     0.00     1.47711e-02
5.00     -180.00     -51.00     0.00     1.46141e-02
5.00     -180.00     -50.00     0.00     1.47037e-02
5.00     -180.00     -49.00     0.00     1.52119e-02
5.00     -180.00     -48.00     0.00     1.54473e-02
5.00     -180.00     -47.00     0.00     1.55128e-02
5.00     -180.00     -46.00     0.00     1.54891e-02
5.00     -180.00     -45.00     0.00     1.58863e-02
5.00     -180.00     -44.00     0.00     1.63841e-02
5.00     -180.00     -43.00     0.00     1.69825e-02
5.00     -180.00     -42.00     0.00     1.75717e-02
5.00     -180.00     -41.00     0.00     1.80388e-02
5.00     -180.00     -40.00     0.00     1.85441e-02
5.00     -180.00     -39.00     0.00     1.88515e-02
5.00     -180.00     -38.00     0.00     1.92964e-02
5.00     -180.00     -37.00     0.00     2.04826e-02
5.00     -180.00     -36.00     0.00     2.16131e-02
5.00     -180.00     -35.00     0.00     2.25772e-02
5.00     -180.00     -34.00     0.00     2.31910e-02
5.00     -180.00     -33.00     0.00     2.44656e-02
5.00     -180.00     -32.00     0.00     2.57911e-02
5.00     -180.00     -31.00     0.00     2.61133e-02
5.00     -180.00     -30.00     0.00     2.66783e-02
5.00     -180.00     -29.00     0.00     2.72924e-02
5.00     -180.00     -28.00     0.00     2.81270e-02
5.00     -180.00     -27.00     0.00     3.21063e-02
5.00     -180.00     -26.00     0.00     3.58249e-02
5.00     -180.00     -25.00     0.00     3.76392e-02
5.00     -180.00     -24.00     0.00     3.86909e-02
5.00     -180.00     -23.00     0.00     4.15119e-02
5.00     -180.00     -22.00     0.00     4.48360e-02
5.00     -180.00     -21.00     0.00     4.93160e-02
5.00     -180.00     -20.00     0.00     5.46194e-02
5.00     -180.00     -19.00     0.00     6.04170e-02
5.00     -180.00     -18.00     0.00     6.38232e-02
5.00     -180.00     -17.00     0.00     7.26258e-02
5.00     -180.00     -16.00     0.00     8.26220e-02
5.00     -180.00     -15.00     0.00     9.22327e-02
5.00     -180.00     -14.00     0.00     1.01565e-01
5.00     -180.00     -13.00     0.00     1.13461e-01
5.00     -180.00     -12.00     0.00     1.27106e-01
5.00     -180.00     -11.00     0.00     1.48510e-01
5.00     -180.00     -10.00     0.00     1.73469e-01
5.00     -180.00     -9.00     0.00     2.46138e-01
5.00     -180.00     -8.00     0.00     3.67819e-01
5.00     -180.00     -7.00     0.00     4.89499e-01
5.00     -180.00     -6.00     0.00     6.11179e-01
5.00     -180.00     -5.00     0.00     7.32859e-01
5.00     -180.00     -4.00     0.00     8.54540e-01
5.00     -180.00     -3.00     0.00     9.76220e-01
5.00     -180.00     -2.00     0.00     1.09790e+00
5.00     -180.00     -1.00     0.00     1.21958e+00
5.00     -180.00     0.00     0.00     1.41516e+00
5.00     -180.00     1.00     0.00     2.87279e+00
5.00     -180.00     2.00     0.00     4.63233e+00
5.00     -180.00     3.00     0.00     1.05290e+01
5.00     -180.00     4.00     0.00     1.31726e+02
5.00     -180.00     5.00     0.00     1.73862e+03
5.00     -180.00     6.00     0.00     5.98037e+02
5.00     -180.00     7.00     0.00     7.69268e+00
5.00     -180.00     8.00     0.00     3.89518e+00
5.00     -180.00     9.00     0.00     1.83797e+00
5.00     -180.00     10.00     0.00     1.19665e+00
5.00     -180.00     11.00     0.00     9.36212e-01
5.00     -180.00     12.00     0.00     7.70177e-01
5.00     -180.00     13.00     0.00     6.12739e-01
5.00     -180.00     14.00     0.00     4.68257e-01
5.00     -180.00     15.00     0.00     4.09694e-01
5.00     -180.00     16.00     0.00     3.88885e-01
5.00     -180.00     17.00     0.00     3.25903e-01
5.00     -180.00     18.00     0.00     2.69758e-01
5.00     -180.00     19.00     0.00     2.26710e-01
5.00     -180.00     20.00     0.00     1.90177e-01
5.00     -180.00     21.00     0.00     1.57546e-01
5.00     -180.00     22.00     0.00     1.33722e-01
5.00     -180.00     23.00     0.00     1.14309e-01
5.00     -180.00     24.00     0.00     9.74392e-02
5.00     -180.00     25.00     0.00     8.76086e-02
5.00     -180.00     26.00     0.00     7.81259e-02
5.00     -180.00     27.00     0.00     7.01087e-02
5.00     -180.00     28.00     0.00     6.27291e-02
5.00     -180.00     29.00     0.00     5.60315e-02
5.00     -180.00     30.00     0.00     4.94763e-02
5.00     -180.00     31.00     0.00     4.51979e-02
5.00     -180.00     32.00     0.00     4.17701e-02
5.00     -180.00     33.00     0.00     3.86658e-02
5.00     -180.00     34.00     0.00     3.66645e-02
5.00     -180.00     35.00     0.00     3.46191e-02
5.00     -180.00     36.00     0.00     3.24300e-02
5.00     -180.00     37.00     0.00     3.05528e-02
5.00     -180.00     38.00     0.00     2.93309e-02
5.00     -180.00     39.00     0.00     2.75526e-02
5.00     -180.00     40.00     0.00     2.60734e-02
5.00     -180.00     41.00     0.00     2.50376e-02
5.00     -180.00     42.00     0.00     2.42190e-02
5.00     -180.00     43.00     0.00     2.35058e-02
5.00     -180.00     44.00     0.00     2.31097e-02
5.00     -180.00     45.00     0.00     2.27959e-02
5.00     -180.00     46.00     0.00     2.25178e-02
5.00     -180.00     47.00     0.00     2.18798e-02
5.00     -180.00     48.00     0.00     2.02367e-02
5.00     -180.00     49.00     0.00     1.99671e-02
5.00     -180.00     50.00     0.00     1.96649e-02
5.00     -180.00     51.00     0.00     1.91923e-02
5.00     -180.00     52.00     0.00     1.87178e-02
5.00     -180.00     53.00     0.00     1.85291e-02
5.00     -180.00     54.00     0.00     1.88591e-02
5.00     -180.00     55.00     0.00     1.84078e-02
5.00     -180.00     56.00     0.00     1.83116e-02
5.00     -180.00     57.00     0.00     1.77669e-02
5.00     -180.00     58.00     0.00     1.75019e-02
5.00     -180.00     59.00     0.00     1.76502e-02
5.00     -180.00     60.00     0.00     1.77833e-02
5.00     -180.00     61.00     0.00     1.75524e-02
5.00     -180.00     62.00     0.00     1.71389e-02
5.00     -180.00     63.00     0.00     1.71949e-02
5.00     -180.00     64.00     0.00     1.74098e-02
5.00     -180.00     65.00     0.00     1.72548e-02
5.00     -180.00     66.00     0.00     1.74278e-02
5.00     -180.00     67.00     0.00     1.80774e-02
5.00     -180.00     68.00     0.00     1.85209e-02
5.00     -180.00     69.00     0.00     1.83960e-02
5.00     -180.00     70.00     0.00     1.81230e-02
5.00     -180.00     71.00     0.00     1.81389e-02
5.00     -180.00     72.00     0.00     1.86859e-02
5.00     -180.00     73.00     0.00     1.89394e-02
5.00     -180.00     74.00     0.00     1.89259e-02
5.00     -180.00     75.00     0.00     1.91210e-02
5.00     -180.00     76.00     0.00     1.88536e-02
5.00     -180.00     77.00     0.00     1.93918e-02
5.00     -180.00     78.00     0.00     1.93640e-02
5.00     -180.00     79.00     0.00     1.91368e-02
5.00     -180.00     80.00     0.00     1.97132e-02
5.00     -180.00     81.00     0.00     1.95798e-02
5.00     -180.00     82.00     0.00     1.98854e-02
5.00     -180.00     83.00     0.00     1.98930e-02
5.00     -180.00     84.00     0.00     1.93923e-02
5.00     -180.00     85.00     0.00     1.85361e-02
5.00     -180.00     86.00     0.00     1.97061e-02
5.00     -180.00     87.00     0.00     1.88483e-02
5.00     -180.00     88.00     0.00     1.89308e-02
5.00     -180.00     89.00     0.00     1.00000e-04
5.00     -180.00     90.00     0.00     1.00000e-04
